#Chr	start	end	TargetID	S00382	S00294	S007PQ	S003Q3	S001C2	S001KN	S003JH	S005N1	S0031G	S005VM	S007F9	S002MF	S002FT	S004M7	S000GZ	S007CF	S001GV	S004N5	S0064Z	S002WW	S003R1	S007DD	S001NH	S007VE	S00630	S002XU	S0032E	S005WK	S0012M	S003P5	S002EV	S001T5	S0041C	S007G7	S0026A	S0021K	S003AZ	S006XE	S0010Q	S000X1
10	3118782	3120044	10__3118782__3120044__ENSG00000067057	0.444504947854167	-0.153132264323751	-1.09487249313892	-1.1832829636228	0.190510670447651	0.629516286393451	0.796439616116596	3.09765896422711	-0.35429357353117	-0.263824550145051	-0.111419043703237	0.352680508598344	-0.384961836082555	2.00906752431969	-0.625122872630144	0.593452139383917	-0.260679860186306	-0.0373406568237222	-0.740395521722122	-0.628023403144384	-1.09798652823772	-0.836291045290317	-0.785626188506129	-1.25038808856175	1.64346981418148	2.05571365820531	-1.11924400680086	3.09765896422711	0.754713846498702	0.0412304169460211	-0.25137702936197	-0.727175820018973	-0.636813563981642	-1.1832829636228	-1.05723403214155	-0.00774796299599933	0.97228656091885	0.729976145214929	0.78777366861587	-1.06422166044593
10	3158914	3160330	10__3158914__3160330__ENSG00000107959	-0.454827028050611	0.186705656112515	-0.0709792301141211	-0.855640686766954	-0.048744411181467	-0.732174509311924	0.342313067864631	-0.568371989929488	1.2573927625804	-0.877804830572837	-0.802941168783521	-0.567759930376025	2.78866201001241	-0.153750592704858	-0.787316552609395	1.44631786039517	-0.593201217596439	-0.865517779048797	1.47660677354757	0.120094950337745	1.33350432516116	0.201156836103807	-1.006963616732	1.25317398003195	-0.0277992041495224	-0.0233044523457969	-0.077916989519616	-0.117931495777578	-0.173708272467118	-0.762187959151321	-0.450485758349561	-0.0384734085828875	-0.43663807106666	1.73120943668352	-0.655042816780522	0.556083237440239	0.0492546437532082	-0.703063279987568	0.413868015028438	-1.26306669824378
10	5709530	5712918	10__5709530__5712918__ENSG00000108021	0.186705656112515	0.93325915770912	-1.25367821306558	0.29391781521483	0.371024845918178	-0.639153817008806	-0.91993294443437	1.72398258067004	0.95520255532731	-1.06961560956665	0.458709304955639	0.763519756560067	-0.379227263708597	1.83617887187277	-0.592649352751969	-0.43533769113903	-0.0312212702965818	-0.771807881373802	0.0083237669324261	-0.661606768682537	-0.587175165229834	-0.881513291787377	-1.34884400402537	0.0267676613559899	0.216223316876871	1.79965756737618	-0.55397796994758	0.0412304169460211	0.576697932615348	1.60857158536843	-0.236009111736435	0.426537423791289	-1.65940589166955	0.070247190767724	-1.61182808494233	0.196109790285055	2.9229197063971	0.513992122073423	-1.40139086673173	-0.589720339434428
10	5709530	5714207	10__5709530__5714207__ENSG00000108021	-1.23356608450404	-1.39399666745247	0.771435596513322	-0.231775586738826	-0.278597463262049	1.9984170931873	1.06953985593125	1.51761156144093	-0.316717204283387	0.683544430994438	-0.0474275685147577	-0.402615084965089	0.619128169656725	-1.10585754679582	-0.995892491702602	-0.496369634884161	-0.526360549628184	-0.359226452302961	1.05659559548119	0.690783983367088	-0.607575852963947	0.659451393206311	-1.29982937245461	-1.19447767024832	-1.19753110826983	-0.382439194328408	-1.14647841114827	0.587695854122958	0.470668736869991	0.373702140398144	0.812433939386363	-1.30238523705144	0.900450040179702	0.842893833482674	0.997821603835811	2.62076870313205	-1.21196049538259	-0.576748868078586	-0.035139340293636	0.817398770068404
10	5794885	5800705	10__5794885__5800705__ENSG00000057608	-0.381193423746592	-0.059807113847844	-0.370992272131546	1.24403627418036	1.00437343691569	0.0670867362180558	0.113596449376124	-1.16966890457592	0.544071140013076	-0.685994623483782	0.74871455771083	-0.115888232806356	-1.33303980630308	1.07942481321324	0.0318986032396193	0.28738965337731	1.05308849098047	-0.664488868621523	0.155690094887201	-0.789581438761603	-0.125423551085705	0.939161222759186	-0.168024543439965	-0.556924769118846	-0.478834961354901	-0.470214501259075	2.2804806105397	-0.892918823866103	0.24882654546163	-0.64902520529696	0.535180467182538	-0.100187720773613	0.179462349127657	-0.83421590636255	0.144050592467977	-0.781310977721502	0.172824806733513	0.14814462336866	-0.703661740632377	-0.518046934392462
10	6613631	6613987	10__6613631__6613987__ENSG00000237943	1.33144274660681	0.332603980587897	0.5358992096108	-0.271985067087249	0.896657451535121	-0.72500871830408	-0.000240425877544697	-1.26971097883231	0.82717743992009	1.67379415737426	-0.316130193004315	-0.541822754255172	0.134702673341056	1.08784695728502	-1.35289107937652	-0.43805193107695	0.539579850746621	0.773580487261969	0.568380137049913	-1.36324679886149	0.45147342404492	-0.522765008003785	-1.07646621603198	0.544071140013076	0.772530301107249	-0.515863775441844	0.589439174501166	-0.980338148843715	-0.032694699948688	-0.142096130795684	0.323537630431946	-1.06173345078639	-0.857939098386559	-0.393223463921615	-1.30387687834816	0.250471342463929	1.22927640607376	0.498489600405224	-0.191789374691754	-0.134022492395984
10	7243558	7285954	10__7243558__7285954__ENSG00000198879	0.345217067064798	0.126425416589148	-1.13038230218893	0.457881471362804	-0.440789276605194	-0.802941168783521	1.23274812078114	1.28948868534713	-0.433485088430967	0.453315706420184	0.132566398166537	0.000377149391934257	-1.04020269335661	1.52081554048065	-0.735619472756823	-0.905720085769813	0.873533533703439	-0.539900342684391	1.3176304341435	3.16018443686646	1.92257404058935	0.448154232918575	-0.0887848847796127	-0.610486849525248	0.0235025679470108	-1.05565308680307	-0.988471545852599	-0.142991576860309	-0.21551081144308	-0.709800555198972	-0.944558427556311	0.209538690374908	-1.37697135755362	0.193558662977402	0.333279309119856	0.737118348410804	-0.0875819477481445	0.227076619957853	-1.43838788290319	0.174171544155592
10	7276892	7285954	10__7276892__7285954__ENSG00000198879	0.267081948420229	-0.546136422747103	-0.694385190787229	0.171201960391421	1.08408562332065	-0.644633175467544	0.139757758166	0.504470147868517	-0.0318401494989118	0.483907281121941	-0.125423551085705	0.524538360088849	-1.32527235302836	-0.538451133490558	0.760478575527434	1.60857158536843	-0.201232350146438	-0.425363573407713	-0.85336227138981	0.0753747960300251	0.0338135140143524	-0.384961836082555	-0.535275540295836	0.382125453502592	0.178179071566819	-0.487661572965244	0.937840608456865	-1.03428156272223	1.57207204117251	-0.691421565360107	-0.381193423746592	-1.4562035908303	-0.266007122716386	0.61817706388694	-0.228856400444648	0.111819978133163	-0.877160523907723	0.620120316669668	-0.31797565140683	0.0214361106685158
10	7797047	7802854	10__7797047__7802854__ENSG00000165629	-0.513589632287983	-0.57977457165974	0.845355165464287	-0.489206629545509	-0.60598298674643	-0.277940446825508	-0.934224260809032	-0.541080448746379	-0.117226092179958	0.243795924636848	-0.68042566448482	1.55092206565681	0.305158337456681	-0.881513291787377	-0.589720339434428	3.09765896422711	0.887776790534988	1.13322117053245	1.33144274660681	0.24882654546163	-0.38440830485764	-0.46404270674101	-1.04087488489078	-0.540515294330126	0.236991896469769	-0.468364403578185	-0.405443339674757	1.13857777373239	-0.546136422747103	0.294723267816465	-0.17116213341041	-0.607575852963947	-0.601867887644925	-0.840760889572713	-0.334176908496498	1.07389714172371	-0.622954347458558	-0.904361464374981	0.710754741335889	1.17101229648292
10	11997672	12014184	10__11997672__12014184__ENSG00000151461	1.60221569983368	0.520385399774512	-0.404804716087185	-0.101377452428783	-0.206809746782231	0.241080687812769	-0.567121496781773	-1.13038230218893	0.504470147868517	2.03556959032736	0.744673986464224	-0.0839700081947454	-0.0846709971666667	1.01218773882862	0.382125453502592	-0.225557332932071	0.851419691294151	0.0783299313644949	-0.179088884514505	0.66383603732763	-0.415357358623712	-0.406390832361091	-0.491700556480807	-0.68527111380245	-1.54781590921906	-0.922482527768869	-0.352462781588952	0.726992568682782	0.512260068532666	0.869771739689885	-1.76710460633241	0.335785692392404	-1.05067534300571	-0.343474006602705	-0.241150119216875	-1.33744529666234	0.384339492220734	-0.720584496354235	1.13322117053245	-0.00473278121283579
