ID	EGAR00001193022	EGAR00001193028	EGAR00001193054	EGAR00001193042	EGAR00001193074	EGAR00001193058	EGAR00001193064	EGAR00001193038	EGAR00001193018	EGAR00001193030	EGAR00001193068	EGAR00001193086	EGAR00001193014	EGAR00001193052	EGAR00001193088	EGAR00001193080	EGAR00001193070	EGAR00001193012	EGAR00001193020	EGAR00001193062	EGAR00001193046	EGAR00001193026	EGAR00001193060	EGAR00001193048	EGAR00001193036	EGAR00001193016	EGAR00001193044	EGAR00001193076	EGAR00001193090	EGAR00001193040	EGAR00001193024	EGAR00001193032	EGAR00001193082	EGAR00001193084	EGAR00001193056	EGAR00001193050	EGAR00001193066	EGAR00001193078	EGAR00001193072	EGAR00001193034
4__143543509__143543972__ENSG00000153147	12.8193989460397	15.8037122531068	19.9313898344835	24.2573429166908	13.0249134266959	17.7934621978618	31.2824124484852	16.7233486382613	17.8200627063194	27.7202142875232	13.3962853186035	14.8449203761733	9.63930269667773	15.0726795684176	9.20584473190288	12.7498585492667	16.4188279858368	15.4304400909543	10.1720252660053	13.9328289571522	13.9497091049723	12.3006870283064	7.67571939116421	9.11724959042543	14.9169717756516	18.9157292947465	14.8500743219911	14.2319151492958	12.425596650932	18.867503664658	14.3519866315929	18.3597197092228	12.6811974807192	15.7264441732876	9.23165663824313	17.5430369743191	7.89295877405993	14.8369262365013	13.6127730884822	12.6546729005056
15__64499293__64500166__ENSG00000180357	5.50437468869502	7.41558805722704	7.18971252040941	10.1746077233897	4.20563469681266	8.38189488305369	8.73422497101398	7.49437299347614	7.63179900713679	8.85982157612195	5.78192925437735	6.80321493810915	3.83480396612857	7.3545421139757	3.55345606651451	5.27516077403869	6.98673531312205	7.32101172198563	4.97722091892771	6.1211173242719	6.24361980101584	6.07722186074849	3.63885956321859	3.99206530823599	6.48998102688993	8.2124069106001	7.39580473122783	5.68754812565808	6.12322980439114	7.75759547032066	5.47099229298318	8.63487202978097	5.1788554832959	6.58790803181278	3.25181285838824	6.90248184749053	2.77921083593659	9.90604726835063	6.40003510876403	6.965874991104
1__24514314__24514567__ENSG00000117602	4.99739280947311	5.85953023538268	0	8.32161625058698	3.7034693598798	5.92513258974485	10.7624654977557	6.03404512036556	6.61673214411859	9.67735876018471	4.57217174884609	5.71741504773762	2.82381019324013	5.07380770559672	4.19786519774771	4.62275573131306	7.47991662934243	6.75785697414058	3.42693899336006	5.22723987374331	4.93583457242468	4.61478879265393	3.16504972425784	4.02693050743456	4.91241640804591	6.50466136760114	5.93418324284289	5.32229274144151	4.34814456854371	5.8665472670292	5.54593739288706	5.98778830917598	5.48678743095133	5.45105664579199	3.47005533210557	5.8106683649116	3.0174289075883	4.87182652541834	3.92129135235383	5.59204964563626
8__51860845__51861246__ENSG00000168300	4.63526289574317	6.27285809431009	6.53461342971151	8.37215238166342	3.86039602767132	7.15351373639927	11.0365520554235	5.65599069636231	3.75950690006738	9.88649617936355	6.42238911024684	4.15657770532853	4.79350495766071	4.5284146948974	4.67656912380666	6.13260740162095	5.13730537729563	5.63154747845048	5.19480434707755	4.97462233337653	4.16241320067722	3.88357225860665	2.36904919480377	3.08557012907323	5.11210813195022	6.20009528349941	7.61504795448557	0	5.73238534879171	8.48822773068328	3.85967264504978	6.52569837004758	4.94090806919852	5.72798198341243	4.71403743229437	6.58789152200169	2.66804240249913	5.44758784205869	5.14034565878507	5.0502593685504
5__123545417__123557564__ENSG00000151292	4.5193813233496	4.88699409672995	4.0779918395944	7.15928523582888	3.23268935650525	5.16642658739947	7.5465165544535	3.9510393724261	4.51140828008086	7.16770973003857	4.23415126935941	3.4100902806981	2.66693184917123	4.51188763396712	2.33828456190333	4.30587328198918	4.50027951051097	3.53982984359745	3.3725431363226	4.19733759378645	3.54367610327926	2.59988100994588	1.78152499449243	1.98731635431835	4.07371116764783	4.34006669844959	4.73565362236723	4.13521274273764	3.27332231564527	5.47974195271958	3.99707199487356	4.98274582702115	3.33126379736331	3.87695472668628	3.09904312678611	3.83059984565829	1.81045734455298	4.20748654467948	3.23049391204279	3.86993055061333
7__158759486__158764853__ENSG00000117868	4.4904109302512	6.97794679483331	7.02593774773493	9.65240103559987	4.73918536730381	8.11092845364463	14.8920362999506	5.89320131534474	5.75204555710309	10.9131707826052	5.78192925437735	5.51382756829295	4.86322866613578	6.24722903164678	3.95851323471824	5.07011918918207	6.59630010444758	6.59695561761342	5.00441884744644	6.1211173242719	5.99050007935303	5.18351276357959	3.98000264727033	3.81773931224315	6.33022764776648	7.47274642063876	6.73807506145461	5.29620307114032	5.29268533624234	8.12291160050197	5.10875764344776	8.66318308561631	5.20684929671912	5.33445650363601	3.7537705479381	7.14305091992318	3.14447854580255	6.08240160143138	4.55113607734331	5.6307489511424
12__46229153__46243314__ENSG00000111371	4.43247014405441	3.81720434421195	5.60109722546701	7.42881126823655	4.45671736527908	5.07610444426312	8.64286278512471	4.38098361933175	4.79337129758591	6.54029747250204	4.32310402711906	3.24043404782755	2.38803701527097	3.61942634373186	3.11157551938317	5.14467976549357	4.17149196636405	3.86163255665176	4.24287684892198	4.41109089717372	3.65617375735162	3.05486018668641	2.50171594971278	2.26623794790689	3.41472847876362	5.28639703119423	5.5833940856305	3.32643296340094	5.9440927622414	5.84505808290089	3.82220009509784	5.32247849704532	4.31104726717605	3.90610476222527	3.8192432900533	5.10746646087771	2.23924987352606	4.01556610579936	4.08383192654466	4.1214760364032
1__805799__810170__ENSG00000230092	3.82409188898812	4.44935283433622	3.66855490790822	6.21594412240201	4.48810269883739	4.98578230112676	8.53322816205759	4.61078140647098	4.30463540057715	6.90153483290186	5.07030719230014	3.47795277384632	3.55590913222831	3.70206164838328	3.77439634008018	4.71595645170244	7.29497363575979	4.5213281184131	4.05249134929087	3.40062073570661	3.99366671956869	2.8436198546283	2.40695398192063	2.64975513909114	3.8540502713531	3.75268925053912	4.42871310980639	3.27425362279857	4.34814456854371	5.78059053051595	5.69582759269482	4.33159154280816	6.38258946049441	3.45427921137086	2.53161269512105	4.25622205073143	2.3662995117403	4.05985543784862	2.21461532335009	3.50228714830507
4__152411303__152412529__ENSG00000109670	3.3605655994138	3.86583115114459	5.10977290744359	5.62635592651022	2.98160668803882	4.26320515603593	8.56977303641329	4.14377300034932	4.47381321108018	5.57066034721831	3.54031975883413	3.83423086287448	2.77151741188383	3.98302168419808	1.9332273936996	3.00106319653791	3.6372122071253	4.36042676188594	2.80138663742926	3.40062073570661	3.41711624244786	3.23360200612018	2.63438270462179	2.00474895391764	3.3348517892019	5.27551967104774	3.66866993584622	3.69168834761751	3.53388528604489	4.96400153364009	3.94710859493764	4.20419179154909	3.40124833092136	3.60002938906583	2.13877624242985	4.49679112316407	2.04867541620469	4.79801097200291	3.25081148381665	3.34748992628053
2__112299849__112300029__ENSG00000188177	2.76667254089671	3.91445795807723	4.12712427139674	5.32313914005159	1.8517346799399	4.82320244348132	8.0946896697891	3.42472831155883	3.10159319255559	5.43757289864995	2.65079218123761	3.00291532180878	1.42933602373883	2.72696505349661	1.47293515710446	2.55369973866891	3.24677699845084	4.13516486274792	1.82226121075495	3.05084260289108	2.95306341939938	2.11240332058103	1.1940007941811	1.60379916313411	3.17509841007846	0	2.7770808279314	3.22207428219621	2.26364080534673	4.10443416850761	3.5349105454663	4.30328048697281	1.93157312620226	3.10447878490292	2.11695199505812	4.10817954461903	1.20697156303532	3.10025324344804	2.76318976124415	2.80569964919467
